Income,Credit_Score,Loan_Amount,DTI_Ratio,Employment_Status,Approval
179265,544,133839,18.27,employed,Rejected
184017,367,122226,17.45,unemployed,Rejected
23919,549,8383,61.27,employed,Rejected
192645,483,37677,14.27,employed,Rejected
139069,404,50877,11.83,employed,Rejected
172875,566,85116,25.83,employed,Approved
102056,489,55325,44.39,unemployed,Rejected
98979,832,33546,23.49,unemployed,Rejected
134034,819,16223,9.25,employed,Approved
78343,526,28923,10.26,unemployed,Rejected
178597,832,85010,3.7,unemployed,Rejected
42327,641,23788,60.94,employed,Rejected
63751,793,32385,62.39,employed,Rejected
113409,400,3072,13.19,unemployed,Rejected
81703,779,8617,19.62,unemployed,Rejected
124028,704,29359,5.22,employed,Approved
104934,820,10497,23.31,employed,Approved
183181,627,129373,15.06,unemployed,Rejected
139373,500,109865,31.88,unemployed,Rejected
171747,623,18681,16.12,employed,Approved
138342,575,12185,35.93,employed,Approved
145693,521,60775,21.04,employed,Rejected
158334,735,47549,9.3,unemployed,Rejected
133007,406,22012,8.85,unemployed,Rejected
62039,510,3007,30.03,employed,Rejected
31262,670,9167,99.41,employed,Rejected
58313,470,17563,79.18,employed,Rejected
142247,528,105775,11.41,employed,Rejected
143654,834,27571,27.42,employed,Approved
186900,751,112872,10.72,unemployed,Rejected
162807,657,25103,9.08,employed,Approved
55057,306,41447,16.7,unemployed,Rejected
164287,602,72404,8.54,unemployed,Rejected
196532,371,42986,17.11,unemployed,Rejected
74877,705,5339,35.23,employed,Approved
112663,639,3553,9.75,employed,Approved
41171,333,4762,93.85,unemployed,Rejected
87091,431,57265,15.43,employed,Rejected
32492,313,14708,57.7,employed,Rejected
55295,432,22118,37.56,employed,Rejected
191492,841,1739,10.51,employed,Approved
198992,445,72999,23.58,employed,Rejected
106741,509,16037,39.95,unemployed,Rejected
166867,330,30322,26.8,unemployed,Rejected
77963,426,56065,41.89,unemployed,Rejected
166316,782,81097,29.65,employed,Approved
74091,301,25498,29.24,unemployed,Rejected
36849,319,4263,82.85,unemployed,Rejected
89180,775,5014,5.92,unemployed,Rejected
106845,328,44148,10.8,employed,Rejected
126749,606,77035,11.32,unemployed,Rejected
155194,303,17986,27.98,unemployed,Rejected
51199,667,21830,10.54,employed,Approved
181290,725,52155,6.33,employed,Approved
62579,639,11472,47,employed,Approved
54906,349,33978,47.82,employed,Rejected
189848,755,80733,24.59,employed,Approved
91044,358,66135,27.52,unemployed,Rejected
109092,503,48727,40.38,employed,Rejected
42790,418,11430,62.17,unemployed,Rejected
152787,745,61687,11.06,unemployed,Rejected
164746,481,6292,19.02,employed,Rejected
136691,582,78012,29.14,employed,Approved
25209,560,18486,113.09,employed,Rejected
50862,742,21283,18.51,employed,Approved
179685,525,87108,16.2,unemployed,Rejected
176305,485,86455,4.52,unemployed,Rejected
136117,628,66001,25.09,employed,Approved
198420,492,156297,17.36,employed,Rejected
100071,639,54959,35.63,employed,Approved
85565,632,14641,58.14,employed,Rejected
20147,665,10346,197.41,unemployed,Rejected
48581,656,12002,99.23,employed,Rejected
73767,506,47485,40.44,unemployed,Rejected
22034,826,9922,80.92,unemployed,Rejected
198456,372,134060,6.81,employed,Rejected
149982,587,119292,20.39,employed,Rejected
84596,790,17599,50.63,unemployed,Rejected
186042,636,13750,16.56,employed,Approved
156543,797,116596,25.84,unemployed,Rejected
154575,674,74507,30.48,unemployed,Rejected
190907,407,68686,21.37,employed,Rejected
123789,548,94292,6.75,employed,Rejected
143276,542,77989,26.2,unemployed,Rejected
92533,620,34115,38.16,unemployed,Rejected
48919,344,27410,70.76,employed,Rejected
55504,694,23502,84.6,unemployed,Rejected
98045,762,75454,28.81,employed,Rejected
28124,565,12170,75.91,employed,Rejected
106347,355,80425,33.18,unemployed,Rejected
152718,621,67503,22.6,employed,Approved
106472,726,73373,45.69,employed,Rejected
145029,838,108978,17.43,employed,Rejected
197521,339,56185,18.75,employed,Rejected
190958,400,123078,18.61,unemployed,Rejected
199852,497,7695,12.87,employed,Rejected
153132,847,51843,12.59,employed,Approved
70003,502,22072,54.05,unemployed,Rejected
81943,493,39118,38.8,unemployed,Rejected
165313,641,12329,30.07,employed,Approved
42806,441,26728,116.3,unemployed,Rejected
61581,769,21549,33.44,unemployed,Rejected
94643,761,35404,16.08,employed,Approved
56609,431,18553,37.27,unemployed,Rejected
39617,599,26959,82.74,unemployed,Rejected
173396,548,83303,16.37,unemployed,Rejected
138353,342,5816,10.66,employed,Rejected
49765,781,5826,43.16,employed,Approved
101046,571,74872,28.33,unemployed,Rejected
122662,413,15126,12.63,employed,Rejected
186426,451,4740,19.47,unemployed,Rejected
27776,748,4387,113.61,employed,Rejected
59171,542,42439,81.13,employed,Rejected
121240,603,55951,19.44,unemployed,Rejected
195950,304,98249,11.14,unemployed,Rejected
109157,640,17524,7.64,unemployed,Rejected
107249,738,66499,5.07,unemployed,Rejected
161278,619,31420,11.89,employed,Approved
127463,496,95787,33.57,employed,Rejected
197831,720,8662,3.7,employed,Approved
124938,686,19627,38.66,unemployed,Rejected
68166,488,5067,21.72,unemployed,Rejected
108384,323,14655,28.82,unemployed,Rejected
133158,773,95542,4.92,employed,Rejected
197790,410,11137,8.25,employed,Rejected
173096,513,82091,12.46,employed,Rejected
134405,787,16008,11.7,unemployed,Rejected
39368,498,8787,126.87,employed,Rejected
176308,461,100070,24.32,employed,Rejected
20640,645,1407,95.45,unemployed,Rejected
61842,477,3760,52.37,employed,Rejected
58094,823,43753,34.91,unemployed,Rejected
93329,486,8096,37.24,unemployed,Rejected
182645,631,142944,20.35,unemployed,Rejected
163524,448,53458,5.55,employed,Rejected
61623,830,6187,10.86,employed,Approved
171236,354,68813,14.06,unemployed,Rejected
115859,815,43473,37.1,employed,Approved
148730,718,111708,3.94,unemployed,Rejected
189537,736,116333,11.81,employed,Rejected
109821,481,61428,26.14,employed,Rejected
164208,776,62508,13.05,unemployed,Rejected
88385,314,1472,38.39,unemployed,Rejected
103382,790,61050,34.51,employed,Approved
42652,445,33776,106.19,unemployed,Rejected
163066,613,53282,9.3,employed,Approved
154387,450,91048,20.26,employed,Rejected
87412,422,4518,38.52,employed,Rejected
71347,804,43301,13.85,unemployed,Rejected
107736,696,72139,28.84,employed,Rejected
39469,711,11014,75.43,unemployed,Rejected
186717,365,123214,7.74,employed,Rejected
65665,568,37480,20.94,unemployed,Rejected
117800,576,53285,8.87,employed,Approved
171204,387,69600,26.53,employed,Rejected
135341,302,62771,9.43,employed,Rejected
199609,709,27940,18.46,unemployed,Rejected
30330,791,22261,117.46,employed,Rejected
143547,592,38353,6.14,employed,Approved
131319,681,79263,25.9,unemployed,Rejected
59758,600,6455,53.58,employed,Rejected
37661,393,28154,19.36,employed,Rejected
197284,780,28822,4.23,unemployed,Rejected
27360,480,13197,21.1,employed,Rejected
111230,595,63069,37.8,employed,Approved
198959,479,22471,3.59,employed,Rejected
182556,781,125091,15.82,unemployed,Rejected
196800,641,61310,23.85,unemployed,Rejected
175976,762,67690,14.36,employed,Approved
59674,692,45446,81.2,unemployed,Rejected
34721,588,14253,30.14,unemployed,Rejected
111546,516,39236,30.38,employed,Rejected
44357,492,31053,46.49,employed,Rejected
131083,704,102115,32.48,unemployed,Rejected
159873,417,119031,30.84,unemployed,Rejected
158987,627,66064,17.3,employed,Approved
98952,347,69283,29.11,unemployed,Rejected
155321,821,37049,6.55,unemployed,Rejected
155137,359,108411,12.15,unemployed,Rejected
125058,475,97268,18.84,employed,Rejected
136446,561,44345,16.42,employed,Approved
74814,487,25502,29.32,employed,Rejected
58104,751,8161,75.28,employed,Rejected
43731,358,25375,89.07,employed,Rejected
85610,720,56612,57.7,unemployed,Rejected
63501,378,24394,32.93,unemployed,Rejected
151092,514,108313,5.58,unemployed,Rejected
190612,581,3179,20.91,employed,Approved
58744,728,11149,38.04,unemployed,Rejected
193722,437,88804,2.87,unemployed,Rejected
163300,467,68769,26.12,unemployed,Rejected
179844,444,74902,5.12,unemployed,Rejected
179606,586,80966,19.09,unemployed,Rejected
97250,478,33493,44.49,unemployed,Rejected
146295,558,63185,33.98,employed,Approved
88747,740,61032,11.43,employed,Rejected
108067,848,36576,7.5,unemployed,Rejected
182921,485,117919,17.92,unemployed,Rejected
155913,765,72009,27.99,unemployed,Rejected
106676,600,44173,21.81,unemployed,Rejected
97309,370,37390,21.01,employed,Rejected
180006,439,56844,23.94,unemployed,Rejected
106060,745,60464,15.96,unemployed,Rejected
172417,513,99796,12.45,employed,Rejected
178023,327,41158,6.89,unemployed,Rejected
95063,601,32772,38.25,unemployed,Rejected
126724,421,48204,7.56,unemployed,Rejected
55678,435,5069,37.23,unemployed,Rejected
192289,728,67145,14.03,employed,Approved
80834,404,3301,36.89,employed,Rejected
137836,606,33515,15.1,employed,Approved
135341,480,94778,35.2,unemployed,Rejected
160743,723,86026,29.03,employed,Approved
98184,767,55836,28.6,employed,Approved
47561,433,6013,96.71,employed,Rejected
23758,803,7095,171.25,unemployed,Rejected
32448,704,3541,99.47,unemployed,Rejected
110889,822,68318,24.09,unemployed,Rejected
80724,662,22371,41.35,unemployed,Rejected
157071,329,83375,10.08,employed,Rejected
56571,377,44435,28.69,unemployed,Rejected
173092,342,72436,14.86,unemployed,Rejected
101307,479,66732,39.66,employed,Rejected
95119,759,44035,7.74,employed,Approved
83580,381,29864,58.51,employed,Rejected
165617,771,44931,6.63,employed,Approved
24396,512,13505,136.7,unemployed,Rejected
53233,753,36726,68.55,unemployed,Rejected
132060,646,62760,13.02,employed,Approved
141311,687,95683,4.89,employed,Rejected
21649,817,8353,169.34,employed,Rejected
134722,381,54306,4.06,employed,Rejected
79652,527,42794,28.16,unemployed,Rejected
145917,548,56742,18.79,employed,Rejected
190491,432,131994,18.21,employed,Rejected
86765,638,45519,21.85,unemployed,Rejected
77232,362,51852,17.15,unemployed,Rejected
186731,429,145376,8.65,unemployed,Rejected
25936,619,9341,60.52,employed,Rejected
106787,650,39057,25.41,unemployed,Rejected
178238,528,118930,24.09,unemployed,Rejected
96853,406,55469,12.2,unemployed,Rejected
38127,668,14806,113.46,unemployed,Rejected
189062,771,139318,10.72,unemployed,Rejected
119644,310,37508,20.45,unemployed,Rejected
150930,533,25564,12.31,employed,Rejected
62738,590,40471,64.83,unemployed,Rejected
160157,776,4802,21.03,employed,Approved
62383,544,41302,79.18,unemployed,Rejected
172747,585,111558,8.95,unemployed,Rejected
147976,722,84385,4.44,unemployed,Rejected
35507,387,24540,37.85,employed,Rejected
84209,823,16378,8.19,employed,Approved
150757,393,19845,19.66,employed,Rejected
113284,734,82861,36.22,employed,Rejected
163684,377,71888,4.58,employed,Rejected
115938,523,60904,16,unemployed,Rejected
105479,713,3775,33.22,employed,Approved
148713,469,101525,25.9,unemployed,Rejected
103563,690,80711,27.98,unemployed,Rejected
141288,602,65833,19.93,unemployed,Rejected
180328,679,7663,16.14,unemployed,Rejected
190010,545,102377,24.33,employed,Rejected
136158,417,68363,18.13,unemployed,Rejected
39479,529,12304,116.29,employed,Rejected
54336,675,5043,26.5,unemployed,Rejected
189145,812,20478,8.33,unemployed,Rejected
45239,368,13122,99.46,employed,Rejected
118110,803,94130,20.62,unemployed,Rejected
59043,361,3645,31.17,employed,Rejected
185327,694,69701,24.73,unemployed,Rejected
26742,825,5636,152.73,unemployed,Rejected
69427,671,16857,71.69,employed,Rejected
64179,591,1629,36.97,employed,Approved
134427,539,85408,17.84,employed,Rejected
43659,480,3541,24.74,unemployed,Rejected
112689,789,42547,37.68,employed,Approved
94006,789,34145,47.69,employed,Approved
191811,542,86175,7.86,unemployed,Rejected
22139,388,3849,186.49,employed,Rejected
99325,538,66842,22.32,unemployed,Rejected
37998,506,20687,50.12,unemployed,Rejected
141026,737,55527,28.96,employed,Approved
149386,544,108398,16.08,employed,Rejected
50539,454,11841,13.25,employed,Rejected
151727,385,6168,12.96,employed,Rejected
175205,612,10009,23.82,employed,Approved
177900,351,139488,23.29,employed,Rejected
197583,722,95493,12.55,employed,Approved
50675,410,38730,97.3,employed,Rejected
60391,371,15218,81.06,employed,Rejected
122905,511,58969,9.09,employed,Rejected
132994,708,8056,27.86,unemployed,Rejected
146944,387,113493,3.91,employed,Rejected
182104,417,126602,20.96,unemployed,Rejected
104163,330,32349,11.85,employed,Rejected
26009,554,9634,87.87,unemployed,Rejected
27291,804,9391,36.72,unemployed,Rejected
110424,359,60478,33.96,unemployed,Rejected
113875,770,30634,13.14,employed,Approved
74779,420,2710,41.25,employed,Rejected
188424,815,25332,5.33,employed,Approved
135210,331,100574,12.81,unemployed,Rejected
35840,734,16127,86.9,employed,Rejected
110536,587,79275,28.39,unemployed,Rejected
199940,551,65964,6.99,employed,Approved
35536,329,4542,105.02,unemployed,Rejected
22333,327,17235,192.58,employed,Rejected
191957,349,111324,21.7,employed,Rejected
67868,521,15122,36.17,employed,Rejected
108511,847,39424,34.26,unemployed,Rejected
157922,497,115723,29.02,employed,Rejected
142714,643,96972,31.05,employed,Rejected
68890,445,22300,57.16,employed,Rejected
164286,645,47670,13.99,unemployed,Rejected
75462,417,28579,56.66,employed,Rejected
101478,831,31829,15.59,unemployed,Rejected
162255,511,94118,25.21,unemployed,Rejected
123908,497,32525,11.72,employed,Rejected
87658,541,34467,36.45,unemployed,Rejected
156021,618,56193,20.56,unemployed,Rejected
132912,791,13879,16.87,unemployed,Rejected
148737,390,6058,9.1,unemployed,Rejected
47695,768,23623,56.23,employed,Rejected
146035,709,16968,5.1,unemployed,Rejected
154580,609,68223,3.44,employed,Approved
90609,559,49479,11.27,unemployed,Rejected
162619,415,94236,15.63,employed,Rejected
37941,374,18662,84.7,unemployed,Rejected
46732,614,3034,64.93,employed,Rejected
39956,391,20908,97.21,employed,Rejected
25802,640,12134,106.17,unemployed,Rejected
111916,564,53197,14.74,employed,Approved
152790,561,66513,13.2,unemployed,Rejected
89970,327,39019,20.01,unemployed,Rejected
93612,646,47422,45.01,unemployed,Rejected
27513,309,1227,73.17,employed,Rejected
177541,723,37088,26.57,employed,Approved
59278,525,25668,66.22,unemployed,Rejected
52953,401,30164,90.09,employed,Rejected
159035,537,49188,25.19,employed,Rejected
198043,761,154479,3.24,employed,Rejected
27700,387,12819,114.2,employed,Rejected
49753,371,27991,34.94,unemployed,Rejected
83058,581,42180,47.66,unemployed,Rejected
69497,785,3223,50.89,employed,Rejected
65277,798,22674,64.93,unemployed,Rejected
99922,485,47582,43.96,unemployed,Rejected
180709,696,87324,18.28,unemployed,Rejected
42162,787,28680,66.84,unemployed,Rejected
144426,651,66600,11.11,employed,Approved
49424,724,30283,18.98,employed,Rejected
100224,772,38298,42.91,unemployed,Rejected
81403,620,8703,60.42,unemployed,Rejected
164389,533,56386,9.51,unemployed,Rejected
178869,798,13106,6.13,employed,Approved
136642,313,73900,25.97,employed,Rejected
199067,590,89562,23.46,unemployed,Rejected
39632,545,29063,19.39,unemployed,Rejected
166653,588,76607,6.53,employed,Approved
102150,659,72017,14.5,employed,Rejected
146718,473,71107,33.54,unemployed,Rejected
126268,803,73718,33.74,employed,Approved
32655,441,11672,98.51,unemployed,Rejected
187041,767,26128,19.22,employed,Approved
155699,433,110548,5.94,unemployed,Rejected
196982,834,73769,22.32,employed,Approved
147832,423,55594,8.52,employed,Rejected
98825,710,34368,22.15,unemployed,Rejected
47019,816,4955,44.24,unemployed,Rejected
99542,476,65156,24.9,employed,Rejected
163293,644,32611,10.48,unemployed,Rejected
96648,807,1620,36.26,employed,Approved
166883,423,39543,27.84,unemployed,Rejected
65241,642,11277,17.19,employed,Approved
164336,467,54238,9.66,unemployed,Rejected
181088,718,107395,26.86,unemployed,Rejected
58902,740,14321,48.61,employed,Approved
140422,364,41296,22.69,unemployed,Rejected
55021,411,1909,9.23,employed,Rejected
22523,321,2528,152.27,employed,Rejected
156363,362,83773,25.32,unemployed,Rejected
172054,530,10590,9.16,unemployed,Rejected
169589,827,72555,12.01,unemployed,Rejected
196262,745,80814,18.97,unemployed,Rejected
199336,480,108438,22.75,unemployed,Rejected
144458,593,114178,34,unemployed,Rejected
123538,624,18462,27.48,unemployed,Rejected
123590,669,37199,39.94,employed,Approved
61984,814,30278,18.95,unemployed,Rejected
144945,658,113604,3.61,employed,Rejected
100565,641,20551,13.6,employed,Approved
134678,483,81144,23.04,employed,Rejected
76808,428,44470,39.7,unemployed,Rejected
65044,680,15593,52.35,employed,Rejected
180376,333,68609,19.54,employed,Rejected
79532,643,29356,13.42,unemployed,Rejected
189684,452,122892,12.03,unemployed,Rejected
116494,425,45905,11.33,employed,Rejected
185904,325,94889,4.87,employed,Rejected
127005,513,18826,13.95,unemployed,Rejected
80436,522,9488,27.23,employed,Rejected
113048,709,69109,13.66,employed,Rejected
56651,524,45182,66.35,employed,Rejected
108347,512,5632,10.78,employed,Rejected
143610,354,72200,3.8,unemployed,Rejected
191699,512,9920,11.19,employed,Rejected
22920,573,7261,78.29,employed,Rejected
198991,426,141877,23.34,employed,Rejected
93644,675,11812,33.24,employed,Approved
189258,798,4313,21.6,unemployed,Rejected
77441,750,39826,15,unemployed,Rejected
145178,731,87340,29.24,unemployed,Rejected
24341,695,13108,100.18,unemployed,Rejected
99285,447,49188,11.36,unemployed,Rejected
78315,774,44825,58.33,employed,Rejected
95855,330,28034,27.31,employed,Rejected
71961,738,35689,54.52,unemployed,Rejected
88963,435,28968,44.38,employed,Rejected
178133,767,123879,25.38,employed,Rejected
41050,681,8799,15.83,employed,Approved
175677,822,111259,16.8,unemployed,Rejected
41154,330,11866,32.5,employed,Rejected
134271,744,69682,35.42,unemployed,Rejected
125715,768,40015,15.61,unemployed,Rejected
143478,395,109637,17.09,unemployed,Rejected
57309,666,6834,79.13,employed,Rejected
158343,642,41687,10.82,employed,Approved
119911,472,14521,12.52,unemployed,Rejected
168368,710,116806,12.39,unemployed,Rejected
170145,724,68415,11.71,unemployed,Rejected
21893,505,12398,189.37,unemployed,Rejected
128726,670,87838,26.05,unemployed,Rejected
39526,781,17827,22.3,unemployed,Rejected
28208,354,3983,52.49,employed,Rejected
142615,508,89012,20.98,unemployed,Rejected
199017,471,103372,14.07,unemployed,Rejected
68729,474,19683,26.77,unemployed,Rejected
167922,518,18121,26.33,unemployed,Rejected
21333,398,3029,201.69,employed,Rejected
99262,831,52947,33.48,employed,Approved
74492,457,21286,43.08,unemployed,Rejected
166176,502,123953,29.21,unemployed,Rejected
185177,586,127967,5.93,unemployed,Rejected
181575,323,52859,24.39,unemployed,Rejected
128746,599,87750,37.32,unemployed,Rejected
23795,592,17083,117.43,employed,Rejected
129698,745,40340,32.89,unemployed,Rejected
75943,539,29867,53.15,employed,Rejected
54280,813,2965,78.34,unemployed,Rejected
134489,653,73499,8,employed,Approved
162166,610,59004,21.24,employed,Approved
161491,814,129013,12.69,unemployed,Rejected
84359,570,6688,33.49,unemployed,Rejected
103600,519,6318,36.67,unemployed,Rejected
104769,359,32423,14.14,employed,Rejected
169592,699,104096,13.78,employed,Rejected
78272,605,24483,25.83,unemployed,Rejected
126351,637,15692,13.13,employed,Approved
199838,664,9439,15.25,employed,Approved
138455,365,69303,3.85,employed,Rejected
106538,617,82513,30.5,unemployed,Rejected
131979,300,77992,18.67,employed,Rejected
145026,712,58841,15.18,unemployed,Rejected
132803,425,98213,36.19,employed,Rejected
41250,490,4794,40.31,unemployed,Rejected
82322,714,65161,30.99,unemployed,Rejected
151782,371,74797,30.86,employed,Rejected
99350,425,69306,25.74,employed,Rejected
76800,681,56383,17.69,unemployed,Rejected
20332,402,9447,96.61,unemployed,Rejected
20084,326,10603,79.5,unemployed,Rejected
70599,831,7942,8.15,employed,Approved
68328,601,31519,41.25,employed,Approved
44285,683,4591,94,unemployed,Rejected
176693,602,31391,25.36,employed,Approved
183963,682,94386,4.01,unemployed,Rejected
170886,397,59356,28.69,unemployed,Rejected
134824,383,57767,28.09,unemployed,Rejected
146622,307,2503,27.38,unemployed,Rejected
176616,508,96850,8.88,employed,Rejected
46584,732,11072,22.51,employed,Approved
56830,376,19313,31.25,unemployed,Rejected
55328,343,18379,75.67,employed,Rejected
75888,789,5786,64.99,unemployed,Rejected
115214,834,46712,35.95,unemployed,Rejected
137693,561,1905,29.38,unemployed,Rejected
47844,369,28165,35.29,employed,Rejected
190306,535,102798,4.68,unemployed,Rejected
132545,625,89312,28.02,employed,Rejected
48879,420,29286,84.56,employed,Rejected
162093,383,88454,7.99,employed,Rejected
198139,526,16541,9,employed,Rejected
113631,820,77127,32.97,employed,Rejected
132509,454,16076,14.71,unemployed,Rejected
177295,740,133355,23.33,employed,Rejected
172745,696,29242,26.92,unemployed,Rejected
95551,667,46059,7.35,employed,Approved
37066,444,28608,22.14,employed,Rejected
21542,831,7634,60.46,unemployed,Rejected
165961,313,67875,13.01,unemployed,Rejected
161850,377,66478,27.84,employed,Rejected
29998,541,14921,76.35,unemployed,Rejected
93528,660,53945,7.44,employed,Approved
151465,335,109487,21.21,employed,Rejected
88754,648,57649,35.05,employed,Rejected
111327,341,34802,33.17,employed,Rejected
40492,612,22795,35.5,employed,Approved
182607,667,117146,19.04,unemployed,Rejected
102888,495,70947,47.82,unemployed,Rejected
126492,699,12216,35.29,unemployed,Rejected
31769,398,10361,96.34,unemployed,Rejected
157477,710,62526,8.31,unemployed,Rejected
155987,627,119834,27.68,employed,Rejected
199930,696,117913,6.74,unemployed,Rejected
51708,699,9985,58.71,unemployed,Rejected
22065,494,5177,114.27,unemployed,Rejected
163757,722,86257,22.39,employed,Approved
123765,678,21630,24.08,unemployed,Rejected
199258,602,42454,3.98,employed,Approved
150348,435,12368,12.32,employed,Rejected
58786,580,14308,28.49,unemployed,Rejected
109540,699,1090,6.59,unemployed,Rejected
182346,616,103361,24.31,employed,Approved
67121,410,4707,42.79,unemployed,Rejected
22163,668,11828,89.88,employed,Rejected
69392,421,18838,55.85,unemployed,Rejected
24366,637,8534,185.29,unemployed,Rejected
83491,453,17197,15.95,employed,Rejected
58504,577,15825,37.46,employed,Approved
187949,376,9118,12.46,unemployed,Rejected
78312,571,45624,22.86,unemployed,Rejected
175121,454,12831,14.22,employed,Rejected
50082,737,10651,79.46,employed,Rejected
76888,803,38083,59.58,employed,Rejected
48586,315,38149,16.04,unemployed,Rejected
101456,466,46063,31.31,unemployed,Rejected
181625,745,88161,10.58,unemployed,Rejected
144117,762,102751,16.3,unemployed,Rejected
129317,518,66833,19.1,employed,Rejected
149496,452,41739,17.13,unemployed,Rejected
53622,629,22426,34.08,employed,Approved
142143,839,74020,34.85,employed,Approved
106800,347,33999,19.99,unemployed,Rejected
80398,839,34474,21.44,unemployed,Rejected
21865,568,13999,155.16,unemployed,Rejected
119533,687,70766,6.61,employed,Approved
163125,807,43067,15.09,unemployed,Rejected
194358,432,124899,4.45,unemployed,Rejected
38941,520,19200,78.48,unemployed,Rejected
46928,680,26960,29.68,employed,Approved
192141,335,78472,19,employed,Rejected
89029,525,16962,5.89,employed,Rejected
41396,584,12648,57.38,employed,Rejected
100187,660,41879,35.17,unemployed,Rejected
75976,370,53146,57.92,unemployed,Rejected
52107,671,15882,38.12,employed,Approved
172208,761,114281,9.17,unemployed,Rejected
44178,325,14501,18.1,unemployed,Rejected
97199,608,66055,45.58,unemployed,Rejected
113308,723,10020,40.67,employed,Approved
154148,713,94133,5.53,employed,Rejected
116038,457,80561,32.5,unemployed,Rejected
139627,747,68498,13.89,employed,Approved
95619,346,29100,19.67,employed,Rejected
63877,490,40458,31.33,unemployed,Rejected
165948,341,4612,20.35,unemployed,Rejected
74195,420,48961,34.31,employed,Rejected
165640,774,121542,15.27,unemployed,Rejected
87066,306,3359,40.29,employed,Rejected
120924,720,53719,23.28,employed,Approved
196215,760,37503,15.16,employed,Approved
51495,485,36308,91.8,employed,Rejected
172313,517,109878,22.05,employed,Rejected
165646,567,36039,20.44,unemployed,Rejected
76490,510,56737,23.46,employed,Rejected
114411,741,22771,37.02,employed,Approved
125090,706,36804,5.7,unemployed,Rejected
44772,486,17539,40.79,unemployed,Rejected
109142,833,76796,21.22,employed,Rejected
156538,616,47069,21.32,employed,Approved
88521,485,4812,14.41,unemployed,Rejected
142600,390,100240,25.28,employed,Rejected
166567,530,67170,17.81,employed,Rejected
127680,646,46824,33.65,unemployed,Rejected
170134,564,20202,9.37,employed,Approved
170420,502,55676,6.95,unemployed,Rejected
123252,644,66083,34.69,employed,Approved
124791,772,69113,26.47,unemployed,Rejected
147956,674,28472,28.54,unemployed,Rejected
38848,513,3926,64.93,unemployed,Rejected
176136,374,91713,24.6,employed,Rejected
163583,604,57669,10.23,unemployed,Rejected
70328,505,40775,63.75,employed,Rejected
126441,417,4613,22.79,employed,Rejected
39659,383,20981,49.61,employed,Rejected
100726,838,41346,4.98,unemployed,Rejected
72116,722,33728,29.75,employed,Approved
88563,313,1332,12.09,unemployed,Rejected
120787,556,93279,29.11,employed,Rejected
184846,391,127145,14.85,employed,Rejected
193403,327,120063,15.51,unemployed,Rejected
194668,536,119512,15.6,employed,Rejected
173100,703,12810,7.36,employed,Approved
140080,485,41049,23.8,employed,Rejected
34977,672,27163,109.65,unemployed,Rejected
61479,573,41661,46.84,unemployed,Rejected
194213,672,117373,14.79,employed,Rejected
148160,778,16537,3.69,employed,Approved
100807,398,66422,35.29,employed,Rejected
128451,304,56575,33.8,unemployed,Rejected
153270,848,91002,30.66,unemployed,Rejected
29157,836,23070,94.25,unemployed,Rejected
110903,812,63763,26.87,unemployed,Rejected
70999,720,18795,32.32,unemployed,Rejected
64096,691,10855,28.33,unemployed,Rejected
149183,734,78925,18.76,unemployed,Rejected
107760,830,51757,31.67,unemployed,Rejected
172926,571,21527,19.67,unemployed,Rejected
184720,544,117222,12.47,unemployed,Rejected
189810,336,35002,24.68,unemployed,Rejected
115563,547,65900,29.43,employed,Rejected
166579,579,105428,29.72,unemployed,Rejected
188213,564,8074,14.24,employed,Approved
111592,586,5264,37.01,unemployed,Rejected
21911,683,8075,91.48,employed,Rejected
117484,712,25705,36.63,employed,Approved
84926,716,50777,52.25,unemployed,Rejected
31245,583,16555,22.12,employed,Approved
74796,356,6725,30.77,unemployed,Rejected
121272,523,93605,13.67,unemployed,Rejected
102372,405,19501,7.82,unemployed,Rejected
155404,535,60238,25.69,unemployed,Rejected
72976,598,31623,42.29,unemployed,Rejected
89855,703,5894,37.06,employed,Approved
55780,797,38380,32.06,unemployed,Rejected
49218,643,10609,89.34,employed,Rejected
38301,354,1692,28.24,employed,Rejected
134350,345,106407,27.28,employed,Rejected
50142,701,34931,49.05,unemployed,Rejected
144721,780,68943,12.61,employed,Approved
25695,737,9637,41.7,unemployed,Rejected
104261,757,49654,45.99,unemployed,Rejected
158439,515,4005,17.28,unemployed,Rejected
127451,332,100683,13.47,unemployed,Rejected
125771,840,44793,28.49,unemployed,Rejected
35849,792,21857,29.52,employed,Rejected
177211,486,105628,11.67,employed,Rejected
169418,412,50179,7.88,unemployed,Rejected
86467,672,40006,51.12,employed,Rejected
85132,810,66607,37.53,unemployed,Rejected
107678,817,65130,5.36,employed,Rejected
184618,714,96254,25.47,employed,Approved
132018,573,66006,5.81,employed,Approved
158336,509,90224,25.42,unemployed,Rejected
159174,575,26726,24.23,employed,Approved
86664,829,61612,32.33,employed,Rejected
106130,591,1948,46.6,unemployed,Rejected
182579,432,49418,19.94,employed,Rejected
69582,420,37312,49.73,employed,Rejected
87195,551,57101,11.95,unemployed,Rejected
105359,814,35221,21.35,unemployed,Rejected
164395,623,29260,26.47,employed,Approved
68808,334,42047,51.19,unemployed,Rejected
21331,650,7935,70.91,employed,Rejected
114792,462,86062,16.16,employed,Rejected
179134,711,52336,16.73,employed,Approved
177390,469,94904,11.9,unemployed,Rejected
89399,303,4847,23.54,unemployed,Rejected
112594,581,24593,7.94,unemployed,Rejected
62821,326,10566,20.21,unemployed,Rejected
